28601	28441	28569
28602	28446	28596
28603	28444	28563
28604	28462	28529
28605	28498	28516
28606	28429	28552
28607	28448	28600
28608	28449	28555
28609	28436	28561
28610	28427	28537
28611	28453	28534
28612	28476	28518
28613	28496	28527
28614	28426	28509
28615	28440	28539
28616	28402	28580
28617	28411	28506
28618	28467	28536
28619	28401	28510
28620	28460	28511
28621	28463	28518
28622	28440	28508
28623	28416	28572
28624	28407	28589
28625	28401	28593
28626	28474	28502
28627	28453	28524
28628	28413	28552
28629	28481	28591
28630	28449	28592
28631	28412	28517
28632	28405	28537
28633	28459	28541
28634	28448	28513
28635	28494	28561
28636	28420	28512
28637	28456	28519
28638	28426	28523
28639	28413	28583
28640	28404	28571
28641	28407	28587
28642	28471	28600
28643	28426	28577
28644	28403	28519
28645	28429	28523
28646	28446	28576
28647	28403	28535
28648	28450	28533
28649	28439	28585
28650	28465	28597
28651	28401	28517
28652	28431	28566
28653	28428	28572
28654	28451	28577
28655	28447	28510
28656	28401	28587
28657	28478	28597
28658	28468	28527
28659	28462	28571
28660	28458	28590
28661	28459	28530
28662	28435	28518
28663	28467	28578
28664	28401	28523
28665	28499	28533
28666	28462	28587
28667	28405	28525
28668	28483	28504
28669	28413	28532
28670	28484	28561
28671	28435	28583
28672	28465	28554
28673	28463	28591
28674	28424	28563
28675	28408	28518
28676	28441	28516
28677	28431	28565
28678	28408	28596
28679	28416	28537
28680	28451	28545
28681	28489	28520
28682	28454	28521
28683	28425	28503
28684	28413	28535
28685	28404	28562
28686	28412	28580
28687	28414	28549
28688	28408	28600
28689	28496	28541
28690	28422	28563
28691	28455	28530
28692	28477	28554
28693	28440	28583
28694	28450	28572
28695	28443	28547
28696	28481	28572
28697	28478	28567
28698	28436	28526
28699	28489	28515
28700	28474	28510
28701	28416	28580
28702	28417	28593
28703	28444	28524
28704	28420	28544
28705	28435	28557
28706	28461	28533
28707	28439	28509
28708	28495	28563
28709	28454	28551
28710	28418	28581
28711	28487	28597
28712	28412	28529
28713	28497	28538
28714	28469	28522
28715	28408	28505
28716	28470	28590
28717	28469	28579
28718	28443	28531
28719	28466	28567
28720	28459	28599
28721	28406	28524
28722	28449	28572
28723	28411	28554
28724	28494	28504
28725	28453	28510
28726	28491	28520
28727	28440	28554
28728	28431	28527
28729	28426	28550
28730	28465	28568
28731	28490	28591
28732	28464	28582
28733	28483	28577
28734	28499	28546
28735	28430	28541
28736	28422	28565
28737	28409	28572
28738	28433	28548
28739	28472	28540
28740	28410	28505
28741	28405	28570
28742	28454	28546
28743	28419	28599
28744	28422	28555
28745	28478	28565
28746	28493	28542
28747	28443	28576
28748	28419	28544
28749	28433	28550
28750	28489	28517
28751	28456	28524
28752	28419	28515
28753	28494	28591
28754	28476	28543
28755	28479	28510
28756	28426	28592
28757	28417	28546
28758	28456	28545
28759	28420	28524
28760	28493	28593
28761	28473	28518
28762	28430	28531
28763	28496	28507
28764	28417	28583
28765	28421	28579
28766	28487	28588
28767	28484	28553
28768	28473	28502
28769	28418	28533
28770	28415	28554
28771	28413	28552
28772	28407	28564
